ID,Prediction
0,-0.7464664186424228
1,-0.39379702702117503
2,-0.8692460818376102
3,-0.5293306546281575
4,0.1990795554828182
5,1.1407186941261025
6,-0.27565032068387985
7,1.7366248958999821
8,-1.3616463963488936
9,-0.22171922212960848
10,0.039954710314119825
11,1.029364994492781
12,0.7111738469850485
13,0.3072917036439696
14,-0.5322791029265501
15,-0.30180836809626244
16,-0.49393659513354304
17,1.2497629472765228
18,-0.7171823386747995
19,-0.14587904686201508
20,1.7425317302199337
21,-0.41561187805764793
22,-0.43584731692834927
23,-0.5142202287547291
24,1.256905641697118
25,-0.5242874948092052
26,-0.5235483607204807
27,-0.610133897317308
28,1.4381250303376663
29,0.3762830651191859
30,-0.56336814610875
31,0.4836851436913032
32,2.5858807807752613
33,-0.4772863349895622
34,0.7492192585347203
35,1.2007222323986622
36,-1.5523445057639798
37,-0.6185573323776336
38,-0.5384483170413561
39,1.372615019914633
40,0.4392814799103813
41,-0.4254783881271455
42,-0.41370491685219263
43,0.8266785651675788
44,1.108359467543853
45,0.017499052529683416
46,-0.6409389173502071
47,0.3689923114714353
48,-0.4675391105564892
49,-1.759038877188677
50,0.3169152959560836
51,0.32695387208119603
52,0.004554631944096957
53,1.446336658356234
54,-0.07475209255719649
55,0.4214255329261912
56,-0.37382024119981355
57,0.45680733315583516
58,0.18016797359278247
59,0.03768446179214785
60,-0.0859997243914583
61,-0.34840197394452227
62,-0.30602830993038743
63,-0.7656178976249499
64,-0.5323253646739389
65,-0.24178167798110395
66,0.4096554688359388
67,0.4883938155498729
68,-0.5495728713683641
69,-0.41060778941937726
70,-0.7710513530250855
71,-0.15038375315736277
72,-0.17719606428171863
73,-1.188748342069066
74,-0.03650642964647609
75,-0.6043066990087457
76,-0.7522181286110523
77,0.07411833131276999
78,2.3753071120876905
79,1.7607397416251436
80,-0.5643674123583969
81,-0.9463837935983986
82,-0.33205956999363795
83,-0.29269683409822106
84,-0.38162153474272453
85,-0.4883752761308596
86,-0.6357914517050742
87,-0.1220138010172323
88,-0.08152890146049985
89,2.0402594969260006
90,-0.49970122945030404
91,0.3662925579137078
92,-0.876004582328213
93,-1.297714301519514
94,0.08584813598383892
95,-0.8645121829121629
96,1.0329531643354923
97,1.6616992358172957
98,-0.4440698925610972
99,0.9415960611795103
100,1.0006035512133258
101,0.8122237209655525
102,-0.6613318359857216
103,-0.05004106597280018
104,-0.0602882027258855
105,-0.29654613247061895
106,0.2671673961017246
107,2.158779667775792
108,-0.5779962990383124
109,-0.905094938545314
110,-0.5361961910301877
111,0.6478548625002346
112,0.7248434193000588
113,0.14525683401114453
114,0.4204333267397684
115,1.9286151488108725
116,-0.5992009554691052
117,1.3286661693827917
118,-0.1933264958207831
119,-0.5510826683387301
120,0.8652184649955688
121,-0.8149532026723776
122,-0.05578725202363666
123,2.260545561523847
124,-0.5562635850297319
125,0.21691988451470323
126,-0.4974599274980763
127,-0.3242377911208575
128,-0.5650679533936066
129,-1.6348394312583627
130,0.8818984268306672
131,-0.7563922787402777
132,-0.6703652125402159
133,0.419576951610703
134,0.7443444091039655
135,-0.05817303083403246
136,1.0753659790127184
137,0.39087642313743426
138,0.6302182086997236
139,-0.687334595424387
140,-0.8952887335745655
141,0.3132257522682051
142,-0.7940705274742502
143,1.838528239792625
144,-1.197393966160833
145,-0.4584194304095566
146,-0.31566240914276283
147,-0.5613955760120906
148,0.07169187213787073
149,-0.38622159879154205
150,-0.95678277302678
151,-1.0008403208190266
152,-0.4685809727244575
153,-0.09527292739622409
154,2.4550617709704494
155,2.1023810768476383
156,0.21834925569295313
157,-0.45427747181914585
158,-0.06649758043896506
159,-0.46372160897442083
160,0.3379171257584125
161,-0.1515939632677347
162,1.0607364487892572
163,1.3177076074643237
164,1.41390492144078
165,0.239189075401868
166,0.11851935201716729
167,-0.6481370157002739
168,-1.2417472159252072
169,-0.20379366938109728
170,-1.3745516511135605
171,-0.07852676455338631
172,-0.7163525641136474
173,-0.2773931904078927
174,-0.04487955349648561
175,-0.4444483785505295
176,-1.1453498220819036
177,0.5563312915113997
178,-0.5262960201620124
179,-0.6836106967058311
180,0.1070132737036068
181,-0.3521372856902876
182,-0.7098588918673999
183,-0.18536406842336123
184,-0.07533470278049223
185,-0.11689945901815735
186,-0.5068715614631092
187,-0.3508542503448827
188,-0.4402723150554453
189,0.23981172098589176
190,-0.17003546588665333
191,0.6425445309142914
192,-0.5966740808505653
193,-0.3063358693175755
194,0.5427649963198617
195,-0.13513669708349513
196,-0.3534559102044908
197,0.9781143485375212
198,-0.5368191637875779
199,-0.20119272820061002
200,0.017891752896615216
201,-0.12428629182169346
202,-0.5810318777323872
203,0.057737183043086
204,-0.19428975332097165
205,-0.6927476309425887
206,-0.5404696237564283
207,-0.4082626615491215
208,-0.0900592484995944
209,-1.064695807331473
210,-0.39251335884816246
211,-0.522131729330741
212,0.8444251642867207
213,-0.5614254422041677
214,-0.9430853226344716
215,-0.2846514456895528
216,-0.3098714321284104
217,-0.3577715492048006
218,1.1858791703585827
219,0.3336161632065322
220,2.840900676349791
221,-0.658856202905918
222,0.5472981105358802
223,0.8156574890465669
224,-0.6989281739483335
225,0.5041528048497712
226,-0.45656240102761125
227,-0.30497392626495473
228,1.4743144094582896
229,-1.428470966280107
230,-0.049813028518471615
231,-0.17437774011766172
232,0.014915529005252358
233,0.22648676100296644
234,-0.11539465336233855
235,-0.43304051962958123
236,-0.16527410275868915
237,0.8704448275587063
238,-0.40609502328338676
239,-0.4513797864460915
240,-0.12985435101261503
241,-0.0314513736056064
