ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
43444,0.404208926066848,118591,0.4598982592941033,113683,4908
274674,0.393827542693531,119817,0.4492946633879905,114918,4899
356114,0.406673712978555,118246,0.4629707437645765,113379,4867
112305,0.403575101806765,118659,0.4587028935294058,113826,4833
316028,0.398512396569168,119296,0.4532849871328318,114464,4832
368007,0.400248553410806,119056,0.4550792567324762,114249,4807
26665,0.412657936368126,117531,0.4678957477565951,112811,4720
144495,0.42794620623175,115744,0.4839748324283208,111032,4712
400630,0.411894581814931,117638,0.4667954415762783,112940,4698
163292,0.485386699204945,109301,0.5458118507749066,104610,4691
256741,0.396385991524984,119536,0.4496552962203991,114878,4658
239367,0.39609360633529,119572,0.4490790486627175,114948,4624
404740,0.475218919023416,110439,0.5343641664705667,105834,4605
222434,0.449311095996123,113299,0.506116311994626,108699,4600
10743,0.415724630490158,117181,0.4697001972636747,112598,4583
480627,0.408842304317077,118008,0.4626078155958039,113429,4579
211810,0.406385009590207,118277,0.459747446864948,113700,4577
323209,0.413654677044104,117419,0.4676220226625353,112844,4575
347464,0.400012057816555,119088,0.4523272587839062,114556,4532
287759,0.395121170509115,119679,0.447169705073363,115151,4528
23317,0.419562795627603,116749,0.4730794344087131,112233,4516
372757,0.393106933472678,119896,0.4451468714836037,115403,4493
299314,0.401365996288134,118910,0.4536331431682565,114420,4490
306357,0.433220655692064,115167,0.4871145981291565,110682,4485
324702,0.525219679597415,105151,0.5855094298333726,100688,4463
393684,0.500873118590696,107629,0.5604769316732001,103173,4456
389716,0.410338749364831,117833,0.4629424076513584,113381,4452
458172,0.409940190161374,117878,0.4625915423359306,113433,4445
180680,0.426500509776323,115899,0.4799921608613211,111467,4432
498555,0.427320841887751,115802,0.4807248892452457,111386,4416
486734,0.630252745859779,95046,0.6900320626467742,90639,4407
232180,0.461928046306862,111865,0.51819021839396,107464,4401
173206,0.395057896738807,119690,0.4459915823039371,115289,4401
246376,0.642472442879528,93832,0.7032915305295693,89444,4388
247710,0.413189449264861,117472,0.4654345470067466,113089,4383
248023,0.441675495745858,114174,0.4955211059595231,109792,4382
42945,0.462062235454607,111848,0.5180907440900995,107472,4376
202744,0.470517331736979,110929,0.5273688293360138,106555,4374
138940,0.420567147402538,116620,0.4728833488564901,112253,4367
466325,0.393246636002327,119883,0.4441676231662929,115525,4358
83693,0.634205040371676,94665,0.6935007469077308,90307,4358
471165,0.450011998578188,113214,0.504483705075451,108872,4342
477263,0.421979758824989,116434,0.4742830489801155,112099,4335
208416,0.434372173910258,115028,0.4869802632810449,110696,4332
164242,0.446109256631386,113677,0.4998500237515576,109366,4311
152115,0.404717848112273,118505,0.4554968159328604,114195,4310
65383,0.412265865191321,117583,0.4639280164256802,113278,4305
434191,0.630709431272809,94996,0.689415476209284,90692,4304
117232,0.454405031202328,112707,0.5089304245567081,108404,4303
290712,0.427725825588625,115763,0.4800134262157282,111462,4301
125704,0.614952768578703,96395,0.673222206141078,92095,4300
161147,0.406178780903787,118302,0.4570932393846854,114003,4299
180632,0.43568544768454,114875,0.4879856192188808,110584,4291
331846,0.482808215470296,109565,0.5394808474983345,105287,4278
252951,0.392593234623611,119957,0.4428021381648813,115684,4273
373800,0.392174319317138,119999,0.4422679988377642,115728,4271
446402,0.411344545949095,117712,0.4624816776399141,113444,4268
445680,0.431102158812342,115399,0.4830015621588712,111137,4262
47339,0.643610696416715,93724,0.7030919900951933,89463,4261
60988,0.646160038024387,93483,0.7056961356222169,89227,4256
436362,0.469597307055075,111033,0.5251851522889958,106779,4254
262675,0.447065543040994,113551,0.5004960211817426,109302,4249
441420,0.616372893400684,96278,0.6739821705816816,92030,4248
427788,0.474798170328395,110480,0.5304109625011001,106234,4246
470025,0.424644555226256,116113,0.4765729751227588,111869,4244
38272,0.493394199886734,108413,0.5502269696405087,104174,4239
457866,0.403127440343689,118716,0.4530932046474245,114478,4238
115229,0.631261624893344,94955,0.6890718841808743,90717,4238
403306,0.423949793160961,116198,0.4755020013709528,111967,4231
267811,0.651709099021824,92957,0.7115239352305921,88733,4224
301358,0.43582471289598,114851,0.4876599864636174,110629,4222
279813,0.427875122367361,115750,0.4795842698446445,111530,4220
484054,0.608206133343274,97052,0.6653291458406053,92838,4214
65851,0.414444385610708,117327,0.4652312969452453,113117,4210
109321,0.448989722394045,113327,0.502148108637019,109120,4207
294590,0.61290047552338,96595,0.6700035398969688,92388,4207
133262,0.432537960003022,115267,0.4837068580694543,111061,4206
86464,0.421179028971075,116543,0.4719947154649086,112341,4202
470457,0.491379845955852,108642,0.5475881222640868,104443,4199
357056,0.663888717872318,91818,0.7240121751099907,87629,4189
22270,0.445547949289484,113748,0.4977920845546572,109562,4186
246989,0.501715025084029,107547,0.5585971778965598,103361,4186
179608,0.461880622795343,111869,0.5158680738570813,107690,4179
233360,0.519475172375158,105707,0.5775111305461184,101530,4177
90689,0.514153294031666,106280,0.5715206293575378,102103,4177
433799,0.455099449100163,112624,0.5086021686814872,108449,4175
348416,0.453634273948536,112791,0.5070198963646075,108617,4174
222401,0.42611411950887,115945,0.4773752469101305,111774,4171
40109,0.395742853606448,119604,0.4449339047711569,115436,4168
89808,0.629534992213962,95105,0.6864124975781849,90938,4167
210580,0.496883221534962,108036,0.5534607295834315,103872,4164
436527,0.438418366650407,114529,0.4903024534591395,110368,4161
144452,0.485238078021367,109312,0.5407937632481516,105152,4160
225094,0.611299838273536,96760,0.6678141277704115,92601,4159
315291,0.63727290096785,94372,0.694623553140773,90216,4156
109533,0.432594324271092,115256,0.483273456100514,111103,4153
306510,0.456169937263242,112509,0.509264971856407,108359,4150
55309,0.623950152279302,95610,0.6806889690266105,91463,4147
316083,0.423095716884896,116303,0.4738264001683646,112159,4144
306502,0.644624267392199,93642,0.7027285237884492,89500,4142
37712,0.50235017586541,107475,0.558804826716768,103334,4141
470310,0.475211707062753,110440,0.52976393496871,106300,4140
91468,0.441089790999389,114227,0.492687365432466,110091,4136
17327,0.466981825552285,111309,0.5212228449514845,107176,4133
211206,0.636876240526356,94400,0.693921881170456,90274,4126
296042,0.393000895879257,119908,0.4418218555977534,115782,4126
38181,0.42063405280314,116610,0.4707204305764539,112486,4124
133127,0.407195476715345,118179,0.4566317168241804,114056,4123
38953,0.398421046795297,119304,0.4469163050720409,115183,4121
237896,0.430910006389325,115427,0.4814212223436254,111312,4115
144913,0.431986737809413,115310,0.4824985979089651,111196,4114
440129,0.630998561274799,94975,0.687122790971536,90866,4109
241834,0.405887948210453,118350,0.4551088923146338,114244,4106
136916,0.635261456796855,94554,0.6919280306323204,90448,4106
312522,0.420361613867642,116644,0.4702542122486852,112539,4105
408397,0.393151803231439,119892,0.4416756351421357,115789,4103
