Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,113246.78296816419,21085.503841715297,92161.27912644889,437.08359932153087,92161.27912644889
f21,43864.86583968972,60650.56248747623,-16785.696647786506,-27.676077449821832,16785.696647786506
f17,14085.572872513858,25148.516074887022,-11062.943202373164,-43.99044130250084,11062.943202373164
f18,12344.741246928746,22918.222554983622,-10573.481308054876,-46.13569522107484,10573.481308054876
f1,4695.997873138634,5.097853256584459,4690.9000198820495,92017.16455496667,4690.9000198820495
f7,6127.73765594829,1814.886202916186,4312.8514530321045,237.63756901684255,4312.8514530321045
f10,1439.7636854081813,243.2168839326324,1196.5468014755488,491.9669975736451,1196.5468014755488
f6,1810.2369407685494,783.891669081441,1026.3452716871084,130.9294781624319,1026.3452716871084
f9,347.80071034000355,86.3737856398932,261.42692470011036,302.6692911088129,261.42692470011036
f8,324.4917492633257,65.0164501499621,259.4752991133636,399.0917660297928,259.4752991133636
f5,3184.6387403655754,3201.291984896877,-16.653244531301425,-0.520203861749208,16.653244531301425
f16,45.696943611654106,34.0405868886643,11.656356722989806,34.242525727050364,11.656356722989806
f14,20.502456075357706,11.593340542712617,8.909115532645089,76.84683719780156,8.909115532645089
f12,27.941084940850473,32.43251079042595,-4.491425849575478,-13.848529577615505,4.491425849575478
f22,5.419517614925235,4.0801641949152545,1.3393534200099806,32.82596866270964,1.3393534200099806
f15,2.7887249198865143,1.8798751950078003,0.908849724878714,48.346279970726606,0.908849724878714
f3,0.51604,0.03726,0.47878000000000004,1284.970477724101,0.47878000000000004
f2,0.09172,0.55486,-0.46314,-83.46970406949501,0.46314
f11,0.1682903180746089,0.006257036594655597,0.1620332814799533,2589.616970090168,0.1620332814799533
f13,0.24527993795031944,0.17210324776627428,0.07317669018404516,42.519064069855986,0.07317669018404516
f19,1.8569571391427828,1.9259770390815634,-0.06901989993878055,-3.5836304659007734,0.06901989993878055
f20,1.2136699137879303,1.2403769206145967,-0.02670700682666638,-2.1531363880451173,0.02670700682666638
f23,1.307928481126964,1.2823307482708028,0.02559773285616118,1.9961880264260377,0.02559773285616118
