Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,66250.80914610988,33509.39940807625,32741.40973803363,97.70813657180165,32741.40973803363
f17,13901.108958038662,28890.719922834094,-14989.610964795433,-51.88382638034655,14989.610964795433
f18,12622.575964650876,25928.554742311047,-13305.978777660172,-51.317857512308805,13305.978777660172
f1,6899.441927539003,30.68523091216944,6868.756696626833,22384.569033511023,6868.756696626833
f21,47671.01852532889,52614.01280263356,-4942.994277304671,-9.394824713041567,4942.994277304671
f7,1487.9096492943233,5391.672739878083,-3903.7630905837595,-72.40356154613404,3903.7630905837595
f6,398.6644207328927,3930.9446894163552,-3532.2802686834625,-89.85830500728608,3532.2802686834625
f10,321.5958836411353,948.7251703187158,-627.1292866775805,-66.10231353584747,627.1292866775805
f5,3075.227519026,3580.0017405206936,-504.7742214946934,-14.099831734195652,504.7742214946934
f9,74.29582493195956,406.66913097428755,-332.373306042328,-81.73064556093465,332.373306042328
f8,79.83844010497668,370.337817783965,-290.49937767898837,-78.44172637223076,290.49937767898837
f14,6.195066164064271,87.13532747281515,-80.94026130875088,-92.89029335891686,80.94026130875088
f12,24.077019798393113,45.084759907993565,-21.00774010960045,-46.59610066122535,21.00774010960045
f16,42.403748167799264,54.71574948265735,-12.312001314858087,-22.501750284459664,12.312001314858087
f15,1.7935686145087766,5.829842931937173,-4.036274317428396,-69.2347009096384,4.036274317428396
f13,0.12673005919844887,0.8960732984293194,-0.7693432392308706,-85.85717715050906,0.7693432392308706
f3,0.62804,4e-05,0.628,1569999.9999999998,0.628
f19,1.8204,2.2532,-0.4328000000000001,-19.20823717379727,0.4328000000000001
f2,0.0364,0.19668,-0.16027999999999998,-81.49278015049826,0.16027999999999998
f20,1.1974357948635892,1.34922,-0.1517842051364109,-11.249774324158468,0.1517842051364109
f11,0.1393567382473793,0.002135865808220275,0.137220872439159,6424.601766227031,0.137220872439159
f22,5.214625874044649,5.094719938642955,0.11990593540169403,2.3535334001820036,0.11990593540169403
f23,1.3068585311156793,1.2658948915839765,0.04096363953170279,3.2359431895997472,0.04096363953170279
