ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
475517,0.436584617613649,114752,0.5845256004029736,99609,15143
488326,0.434343151785398,115035,0.5760905191208333,100493,14542
279720,0.392337983901537,119977,0.5285356943871248,105645,14332
147947,0.665639537076547,91628,0.810579907106973,78763,12865
330406,0.44776470219355,113468,0.5747511932246722,100640,12828
412295,0.667313258070505,91443,0.8079400755308144,78960,12483
93568,0.658152906790244,92343,0.7959454300312788,79959,12384
239494,0.44021508481228,114330,0.5613383894652126,102061,12269
141472,0.49815899820229,107902,0.6189714884304791,95996,11906
16387,0.398628929155887,119282,0.5120840665233245,107518,11764
205470,0.392431222773384,119970,0.5059125002446192,108212,11758
259061,0.395040113051581,119694,0.5085363236258716,107943,11751
252655,0.398893730822389,119241,0.5122953852293655,107491,11750
467219,0.392829021208405,119924,0.5063020563736502,108174,11750
257216,0.398872480232764,119244,0.5122816855143517,107495,11749
84704,0.399512764733253,119157,0.5129588238405319,107409,11748
347469,0.393403165605647,119868,0.5067947684907672,108126,11742
378327,0.398702751828577,119268,0.5120236237297415,107526,11742
438945,0.392170987023436,120000,0.5055556789922595,108258,11742
263550,0.392459603627454,119966,0.5057712320528432,108224,11742
459367,0.395628321383414,119623,0.5090957839354942,107883,11740
252302,0.394315731947749,119763,0.5078182872412728,108025,11738
110652,0.39262663663885,119953,0.5058783712570334,108216,11737
226108,0.399382566297053,119172,0.5128312659018284,107437,11735
354877,0.395100354005032,119683,0.5084951246513767,107949,11734
437764,0.393908686937518,119808,0.5073479755126021,108076,11732
435364,0.397792046989626,119369,0.5112610909140947,107637,11732
251122,0.395325462082442,119659,0.5086389656037902,107928,11731
123005,0.393570884322292,119842,0.5070139354937726,108111,11731
357226,0.392920165316054,119915,0.5061718390329346,108185,11730
339464,0.394479663848055,119742,0.5079584449283839,108012,11730
356636,0.39571726090074,119607,0.5091168397811258,107879,11728
305117,0.395323915200256,119660,0.5086013798257479,107933,11727
125500,0.398990826282844,119226,0.5122380840113483,107499,11727
466897,0.392196732179326,119992,0.5054969582101618,108266,11726
135609,0.393941354260757,119806,0.507293602243095,108080,11726
215897,0.395925490459655,119585,0.5093622520472445,107860,11725
430009,0.398167155546804,119327,0.5114924521063063,107602,11725
276820,0.393084235304557,119899,0.5062700215134134,108176,11723
212821,0.392665526692097,119945,0.5057982933806192,108222,11723
283214,0.400116715478139,119073,0.5135584590483683,107352,11721
162856,0.397825008912848,119366,0.5112257485299533,107645,11721
31143,0.392912762900312,119916,0.5060456322411123,108196,11720
378283,0.396495482518605,119518,0.5099748494681329,107798,11720
304697,0.399644832300567,119142,0.5128954050866893,107422,11720
403010,0.395091048835101,119687,0.5083388900677159,107969,11718
129128,0.399449088958369,119163,0.5127318461173851,107445,11718
380907,0.39855164806454,119293,0.511650995327282,107575,11718
188183,0.399626104829899,119144,0.5128757667716971,107427,11717
35249,0.393680302528676,119832,0.5069676302251633,108115,11717
11181,0.399062815764556,119209,0.5122924805782886,107492,11717
487996,0.398719640832516,119264,0.5118806421287914,107547,11717
151883,0.393477030868199,119856,0.5066698470635338,108140,11716
13469,0.39480960917833,119711,0.5080932240526859,107995,11716
116549,0.395529876768297,119634,0.5087475017473975,107918,11716
278227,0.393757293109043,119823,0.5070531477247237,108107,11716
18269,0.394785958635952,119717,0.5080396047848461,108001,11716
385914,0.394188191647124,119776,0.5074754016719496,108060,11716
391322,0.396582830400051,119512,0.5099941507908793,107797,11715
75523,0.398532420598323,119295,0.5116316817086781,107580,11715
426345,0.396447477979353,119528,0.5098426684598193,107813,11715
296042,0.393000895879257,119908,0.5060545013708044,108193,11715
95669,0.396462849456124,119525,0.5098569425592661,107811,11714
6049,0.393048289812404,119903,0.506103850657468,108189,11714
113344,0.393214186735731,119889,0.506271862648187,108175,11714
236867,0.39862012684431,119283,0.5116627641068837,107571,11712
47257,0.398123427204435,119334,0.5113661729394324,107622,11712
349381,0.39497964778158,119698,0.5081779124532831,107986,11712
131390,0.396773715609648,119494,0.5101396042006687,107782,11712
209288,0.397683645066821,119382,0.5110183890414303,107670,11712
341927,0.394126971683827,119782,0.5073869104408214,108070,11712
147938,0.394577047755715,119734,0.5078929151165348,108022,11712
26099,0.392195148667504,119993,0.5053582335516292,108282,11711
14526,0.399846784497966,119110,0.5130955411296378,107400,11710
356143,0.397164776341595,119436,0.510637457762154,107726,11710
209934,0.397787145512197,119370,0.5111527482002478,107660,11710
77752,0.395073518837372,119688,0.5082545499496712,107978,11710
100282,0.398783830688236,119254,0.5119177761636707,107544,11710
260019,0.394796548744739,119715,0.50799992749005,108006,11709
254950,0.399502706906472,119158,0.5126931420536744,107449,11709
362248,0.393346040461502,119874,0.5064400330974181,108167,11707
498492,0.394494205683557,119740,0.5077736954965861,108033,11707
309844,0.395354244417732,119652,0.5085101615554981,107946,11706
34009,0.398212341478762,119323,0.5113880980828119,107617,11706
27586,0.397967374971518,119354,0.511209872862827,107648,11706
321689,0.398480214635828,119300,0.5115564555901864,107594,11706
128013,0.393037824766039,119904,0.5060165748122532,108199,11705
488447,0.40058331484434,119012,0.5139550764493409,107307,11705
157487,0.400199274056071,119064,0.5134978234308354,107361,11703
9785,0.398751679913208,119261,0.5117783984949774,107559,11702
143772,0.400666267702086,118996,0.5140994290707488,107294,11702
413709,0.394488377473152,119741,0.507744009786704,108040,11701
112497,0.398287057069356,119317,0.511391563864537,107616,11701
189228,0.400850223425647,118976,0.5142818753895232,107275,11701
336957,0.398567725032584,119290,0.511577198625502,107589,11701
83247,0.401042983404813,118954,0.5144258067605003,107254,11700
98758,0.396388355385442,119535,0.5096720635511306,107835,11700
216516,0.399051627978883,119216,0.5121045238674847,107516,11700
408397,0.393151803231439,119892,0.506055539733408,108192,11700
123383,0.39912850772207,119197,0.5122398812813945,107498,11699
28424,0.395275110974226,119666,0.508344414142238,107967,11699
40109,0.395742853606448,119604,0.5088333697918879,107905,11699
252999,0.400788043856941,118985,0.5141545372659617,107286,11699
206791,0.394182518029339,119777,0.5073066414223533,108079,11698
462459,0.397394527455536,119408,0.5107767568651961,107710,11698
73545,0.395850229853183,119592,0.5089628785045265,107895,11697
481876,0.400663637108055,118997,0.5140410353734939,107300,11697
453774,0.396360572314988,119538,0.5095887704285992,107841,11697
51418,0.401370433164959,118909,0.5147740671659256,107212,11697
128917,0.397708780375285,119380,0.5109434755498734,107683,11697
473195,0.397056271654739,119457,0.5103070262747945,107761,11696
480118,0.39633269321536,119543,0.5095209916445641,107847,11696
440933,0.398930881588767,119235,0.5119426009317988,107539,11696
445519,0.39907444025557,119207,0.5121435971447387,107511,11696
465833,0.400933115817299,118966,0.5142984110290367,107270,11696
151988,0.401174032580855,118936,0.5145579704583862,107241,11695
129162,0.395766254053128,119603,0.5087828521518828,107909,11694
393562,0.398840682587276,119248,0.5118314008340135,107554,11694
483173,0.394119946323256,119784,0.5072438540823575,108091,11693
663,0.398025768597889,119346,0.5112008604324114,107653,11693
409384,0.402686702831954,118774,0.5160963876830381,107083,11691
426487,0.396905379899085,119468,0.5101585606261617,107777,11691
272886,0.401295279367623,118920,0.5146082922729556,107230,11690
252951,0.392593234623611,119957,0.5054777007237382,108267,11690
173206,0.395057896738807,119690,0.5080420550024073,108000,11690
497539,0.4028246524773,118753,0.5162339176359223,107065,11688
373800,0.392174319317138,119999,0.5051399029064847,108311,11688
450431,0.402571302782555,118787,0.5158677760640852,107100,11687
13605,0.399003862845472,119222,0.5119547730054765,107536,11686
256633,0.393697475546178,119831,0.5066310552387185,108145,11686
199530,0.401974691089915,118853,0.5153251634700714,107167,11686
482810,0.400094659915484,119075,0.5132057514470973,107389,11686
458623,0.396977121775444,119464,0.5101459757201556,107779,11685
4160,0.39754722758516,119396,0.5107741480907998,107711,11685
274674,0.393827542693531,119817,0.5067482435947485,108133,11684
231998,0.397399449790893,119406,0.5106700697958082,107723,11683
229362,0.400543665590508,119015,0.5137362853798381,107333,11682
56932,0.396663612808341,119504,0.5097483035822213,107822,11682
243152,0.397302070596422,119419,0.5105577977014175,107737,11682
346952,0.396728939845083,119499,0.5097782811465923,107818,11681
173150,0.398131240458853,119332,0.5112046708966863,107651,11681
296519,0.402396043978337,118808,0.515599829561137,107127,11681
73784,0.400419325288482,119038,0.513519816741194,107357,11681
128113,0.398952037421373,119232,0.5118556731275283,107552,11680
445724,0.396400435993318,119533,0.5094548606729865,107853,11680
358743,0.398005760285158,119348,0.5110664625563157,107668,11680
239367,0.39609360633529,119572,0.5089920240322835,107893,11679
246235,0.402664626748667,118776,0.5158931614760476,107098,11678
498789,0.400507744023985,119022,0.5136540760482584,107344,11678
243669,0.402287383664796,118819,0.5155010055416506,107142,11677
470766,0.392375946725167,119974,0.5052849695575428,108297,11677
264766,0.401115482356693,118946,0.5143214279133025,107269,11677
482687,0.39585091070259,119591,0.5087653179284798,107914,11677
317820,0.402476393059662,118797,0.515654332820247,107121,11676
329082,0.399756478268793,119123,0.5127050289333196,107447,11676
94844,0.402150993451001,118831,0.51543403534444,107155,11676
490131,0.399851366002591,119109,0.5128637076507391,107433,11676
293404,0.402027640707729,118848,0.5152929617826717,107173,11675
340546,0.402324699444072,118815,0.5155201539171197,107140,11675
122944,0.40119678762061,118931,0.5144169827219354,107256,11675
381027,0.399625892939244,119145,0.5125100553600209,107471,11674
197692,0.399735252239016,119130,0.5126404120471327,107456,11674
347464,0.400012057816555,119088,0.5129228874065662,107414,11674
282056,0.401922866518726,118861,0.5150639876402298,107187,11674
93669,0.396155115568536,119560,0.5090599339509201,107887,11673
84828,0.396102775254506,119570,0.5089174879418893,107897,11673
201709,0.400099113392654,119074,0.5130816470189453,107401,11673
316028,0.398512396569168,119296,0.511363394871483,107623,11673
256741,0.396385991524984,119536,0.5092727029670673,107865,11671
307122,0.395722527179047,119605,0.5085997198043931,107934,11671
398407,0.402047727290685,118844,0.515271747074819,107174,11670
246026,0.3938463065077,119814,0.5066366102135239,108144,11670
18460,0.401127002280248,118942,0.5142843644107535,107273,11669
496240,0.4020939071948,118837,0.5153088686538199,107168,11669
12897,0.395452199865574,119644,0.508270351107057,107976,11668
333192,0.398717903116134,119266,0.5115260181561787,107598,11668
283544,0.395557133549247,119633,0.5083498055378998,107965,11668
108155,0.395773856166571,119602,0.5085984278883009,107935,11667
488276,0.404508565745834,118548,0.5178746950555662,106881,11667
235817,0.402920300405583,118742,0.5161436618630072,107076,11666
487206,0.400210132765406,119061,0.5131445577629946,107395,11666
216956,0.402231723071567,118826,0.5153973475467747,107160,11666
371139,0.400526492732659,119019,0.5135356419587066,107354,11665
353331,0.403302381895292,118696,0.516639653143391,107031,11665
27372,0.401145420228814,118939,0.5142814581748066,107276,11663
292398,0.3926359272394,119952,0.5053113919628515,108290,11662
204847,0.401583360316978,118893,0.5146052160982512,107232,11661
106771,0.403081760092403,118723,0.5162453995669797,107063,11660
38953,0.398421046795297,119304,0.5112273451958776,107644,11660
247930,0.397715307915086,119377,0.5107135634899947,107717,11660
363209,0.398181212794496,119325,0.5110981369037413,107666,11659
123358,0.396909979098161,119467,0.5098758494711132,107809,11658
359780,0.397239898140503,119428,0.5102156400383066,107771,11657
482484,0.402388376624654,118809,0.5154472254531232,107152,11657
226469,0.399053832519998,119215,0.5117770200555197,107560,11655
385752,0.397534915760482,119397,0.510497980206623,107742,11655
265073,0.392710085312145,119934,0.5053664491898837,108280,11654
387036,0.397617172605104,119389,0.5105744522194207,107735,11654
132904,0.40446302349674,118557,0.5176982485883738,106904,11653
388026,0.403578618718996,118658,0.5168900810562437,107005,11653
365279,0.401634443648964,118891,0.514570094255963,107238,11653
285567,0.400643702224639,119000,0.5135792524991037,107348,11652
89608,0.397382487294675,119410,0.5103391100634178,107759,11651
390305,0.400951139085728,118962,0.513882597747471,107312,11650
73836,0.400726316137596,118991,0.5136689191048315,107342,11649
444558,0.40237207005106,118811,0.5153916760813173,107162,11649
294610,0.400316657552933,119050,0.5130814819191393,107402,11648
210548,0.402135724721764,118833,0.5150955392818992,107186,11647
431832,0.404224519509221,118589,0.5173734747013414,106943,11646
341689,0.403317540335892,118693,0.5164554233127251,107048,11645
99837,0.396884774330863,119473,0.5096905187613799,107829,11644
