ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
274674,0.393827542693531,119817,0.4754469152604406,112863,6954
356114,0.406673712978555,118246,0.489442946144425,111304,6942
43444,0.404208926066848,118591,0.4860816527307799,111670,6921
316028,0.398512396569168,119296,0.4790350433583469,112455,6841
112305,0.403575101806765,118659,0.4844560170864952,111845,6814
368007,0.400248553410806,119056,0.4807036567550717,112255,6801
26665,0.412657936368126,117531,0.4937704565931029,110839,6692
400630,0.411894581814931,117638,0.4925004884920315,110978,6660
163292,0.485386699204945,109301,0.573801470068726,102649,6652
144495,0.42794620623175,115744,0.5100665779238358,109103,6641
480627,0.408842304317077,118008,0.48861683892933,111396,6612
404740,0.475218919023416,110439,0.5617600592731701,103833,6606
256741,0.396385991524984,119536,0.4746313146777072,112954,6582
239367,0.39609360633529,119572,0.4739081769412198,113034,6538
222434,0.449311095996123,113299,0.5325110660817209,106821,6478
10743,0.415724630490158,117181,0.494882971452656,110707,6474
323209,0.413654677044104,117419,0.4928194600124684,110948,6471
211810,0.406385009590207,118277,0.484689419657798,111818,6459
372757,0.393106933472678,119896,0.4695951238727456,113485,6411
287759,0.395121170509115,119679,0.4714919652425578,113268,6411
393684,0.500873118590696,107629,0.5879303832254754,101222,6407
347464,0.400012057816555,119088,0.47677304388841,112698,6390
324702,0.525219679597415,105151,0.6131663920871587,98763,6388
23317,0.419562795627603,116749,0.4979925857219738,110365,6384
299314,0.401365996288134,118910,0.4780437248577991,112560,6350
458172,0.409940190161374,117878,0.4871331280438041,111566,6312
389716,0.410338749364831,117833,0.4874556408981201,111532,6301
180680,0.426500509776323,115899,0.5050973954177047,109604,6295
202744,0.470517331736979,110929,0.5536289480136236,104651,6278
306357,0.433220655692064,115167,0.5121200233374923,108892,6275
232180,0.461928046306862,111865,0.5442058017063329,105603,6262
498555,0.427320841887751,115802,0.5055191794463365,109557,6245
173206,0.395057896738807,119690,0.4697495635227736,113468,6222
466325,0.393246636002327,119883,0.46792360659369,113666,6217
42945,0.462062235454607,111848,0.5439823503896356,105632,6216
247710,0.413189449264861,117472,0.4897364250590544,111282,6190
164242,0.446109256631386,113677,0.5254112942263793,107505,6172
248023,0.441675495745858,114174,0.5204371641906402,108003,6171
138940,0.420567147402538,116620,0.497036925907683,110472,6148
182583,0.583718390203171,99346,0.6682549967958302,93215,6131
477263,0.421979758824989,116434,0.4985413214746088,110304,6130
331846,0.482808215470296,109565,0.5656699837678679,103443,6122
222401,0.42611411950887,115945,0.502938887794451,109827,6118
471165,0.450011998578188,113214,0.5296595738271939,107104,6110
65383,0.412265865191321,117583,0.4879325302591528,111476,6107
436362,0.469597307055075,111033,0.550798451447238,104933,6100
252951,0.392593234623611,119957,0.4661974393522101,113857,6100
246376,0.642472442879528,93832,0.7304829612479037,87737,6095
486734,0.630252745859779,95046,0.7167593592898827,88964,6082
290712,0.427725825588625,115763,0.5042213556797631,109686,6077
233360,0.519475172375158,105707,0.6040236425029395,99632,6075
427788,0.474798170328395,110480,0.5559955839515198,104408,6072
