Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,147993.13817108338,79733.78536952221,68259.35280156117,85.6090708414465,68259.35280156117
f21,42631.42411773393,88057.40875291295,-45425.98463517902,-51.58678330251947,45425.98463517902
f7,8961.460923087485,44949.8608717492,-35988.39994866172,-80.06342900892109,35988.39994866172
f6,3211.4308135935767,18406.795743270402,-15195.364929676825,-82.5530154276434,15195.364929676825
f1,8566.315027648714,29.7195233157093,8536.595504333005,28723.86415370494,8536.595504333005
f17,21382.24055851064,28381.727408389987,-6999.486849879348,-24.661947982102788,6999.486849879348
f18,19622.345275628166,26148.062469821343,-6525.717194193177,-24.956790590984713,6525.717194193177
f10,1587.0416616832779,7730.8044061076,-6143.762744424322,-79.4711962906543,6143.762744424322
f9,553.3307731727574,2784.6296225632,-2231.2988493904427,-80.1291069846687,2231.2988493904427
f8,502.2307788499446,2621.1320391648,-2118.9012603148553,-80.83916524060436,2118.9012603148553
f14,22.459412102206265,102.32173195,-79.86231984779374,-78.05020333981332,79.86231984779374
f12,25.15660560937434,36.9801213006349,-11.82351569126056,-31.972625495572853,11.82351569126056
f16,55.728455797074744,63.475212250768095,-7.746756453693351,-12.204380543208991,7.746756453693351
f15,3.2358326947122174,6.59666,-3.3608273052877826,-50.94740831402229,3.3608273052877826
f13,0.31740813939418383,1.13082,-0.813411860605816,-71.93115266848977,0.813411860605816
f5,3423.535372418932,3422.830515558498,0.7048568604341199,0.020592806369762934,0.7048568604341199
f19,1.8630917855071305,1.6200572034322058,0.24303458207492468,15.001604977900701,0.24303458207492468
f3,0.2184,0.00034,0.21806,64135.294117647056,0.21806
f22,4.934781579819206,4.724088395144492,0.21069318467471376,4.459975492653106,0.21069318467471376
f20,1.1935709713554168,1.1277404384701553,0.06583053288526153,5.837383376494367,0.06583053288526153
f11,0.05728022285169577,0.0037894798420322773,0.05349074300966349,1411.558980109964,0.05349074300966349
f23,1.3112800138193126,1.3022457067371203,0.009034307082192328,0.693748271578372,0.009034307082192328
f2,0.04656,0.054,-0.007440000000000002,-13.777777777777782,0.007440000000000002
