ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
274674,0.393827542693531,119817,0.4741517885390607,112973,6844
356114,0.406673712978555,118246,0.4880945843551416,111432,6814
43444,0.404208926066848,118591,0.4847343332162787,111808,6783
316028,0.398512396569168,119296,0.4776909283122476,112572,6724
368007,0.400248553410806,119056,0.4792527962270098,112388,6668
112305,0.403575101806765,118659,0.4829959719421378,111994,6665
26665,0.412657936368126,117531,0.4923584393924228,110969,6562
163292,0.485386699204945,109301,0.572136768096551,102753,6548
144495,0.42794620623175,115744,0.5085427146378168,109198,6546
480627,0.408842304317077,118008,0.487787649202402,111463,6545
400630,0.411894581814931,117638,0.4910824216660947,111103,6535
256741,0.396385991524984,119536,0.4732483095960013,113069,6467
404740,0.475218919023416,110439,0.5601076757083479,103972,6467
239367,0.39609360633529,119572,0.4725173202559784,113150,6422
222434,0.449311095996123,113299,0.5309399027961333,106940,6359
323209,0.413654677044104,117419,0.4913584947789704,111075,6344
10743,0.415724630490158,117181,0.4934090712232957,110853,6328
211810,0.406385009590207,118277,0.4832517700830115,111959,6318
393684,0.500873118590696,107629,0.5861656267847011,101338,6291
372757,0.393106933472678,119896,0.4682535333965364,113612,6284
287759,0.395121170509115,119679,0.4700598540389116,113400,6279
324702,0.525219679597415,105151,0.611315238402964,98875,6276
347464,0.400012057816555,119088,0.4753382428483566,112823,6265
23317,0.419562795627603,116749,0.4964836280311434,110508,6241
299314,0.401365996288134,118910,0.4766004024131285,112697,6213
458172,0.409940190161374,117878,0.4856532511713329,111704,6174
306357,0.433220655692064,115167,0.5105498574429916,108994,6173
180680,0.426500509776323,115899,0.5037303917216547,109730,6169
389716,0.410338749364831,117833,0.4859718896780487,111674,6159
202744,0.470517331736979,110929,0.551948724184356,104784,6145
232180,0.461928046306862,111865,0.5425513183573449,105752,6113
498555,0.427320841887751,115802,0.5039649440624465,109703,6099
222401,0.42611411950887,115945,0.5026322331791505,109851,6094
173206,0.395057896738807,119690,0.4682953976471852,113609,6081
164242,0.446109256631386,113677,0.5242787899608836,107597,6080
42945,0.462062235454607,111848,0.5423192725721381,105774,6074
466325,0.393246636002327,119883,0.4664722714724753,113809,6074
247710,0.413189449264861,117472,0.488224797236272,111417,6055
248023,0.441675495745858,114174,0.5188208832120712,108134,6040
331846,0.482808215470296,109565,0.5639998241458797,103559,6006
182583,0.583718390203171,99346,0.6660762047102567,93361,5985
477263,0.421979758824989,116434,0.4969800112018865,110452,5982
138940,0.420567147402538,116620,0.4953984786934599,110643,5977
471165,0.450011998578188,113214,0.5280159584420989,107246,5968
246376,0.642472442879528,93832,0.7281319533201507,87870,5962
403306,0.423949793160961,116198,0.4988964000430991,110237,5961
436362,0.469597307055075,111033,0.549088202881966,105073,5960
233360,0.519475172375158,105707,0.6021253303612225,99752,5955
486734,0.630252745859779,95046,0.7144310208634121,89093,5953
208416,0.434372173910258,115028,0.5096931386555497,109078,5950
65383,0.412265865191321,117583,0.4864077651579045,111633,5950
44368,0.569995491625299,100690,0.6513919732792861,94752,5938
84826,0.574543228999614,100256,0.6552515331329019,94320,5936
252951,0.392593234623611,119957,0.4647318348166197,114028,5929
427788,0.474798170328395,110480,0.5542570898604913,104551,5929
257422,0.56267949044226,101420,0.6441631398364762,95493,5927
117232,0.454405031202328,112707,0.5324376176459874,106781,5926
152115,0.404717848112273,118505,0.4775834257276846,112581,5924
161147,0.406178780903787,118302,0.4792688646212727,112386,5916
290712,0.427725825588625,115763,0.5026302325401376,109852,5911
90689,0.514153294031666,106280,0.5958196198398107,100377,5903
373800,0.392174319317138,119999,0.4641381345123199,114098,5901
470025,0.424644555226256,116113,0.4990304452271829,110216,5897
446402,0.411344545949095,117712,0.4846815024967476,111816,5896
279813,0.427875122367361,115750,0.502471292658859,109866,5884
180632,0.43568544768454,114875,0.5105117314082577,108996,5879
38272,0.493394199886734,108413,0.5745059846574863,102538,5875
262675,0.447065543040994,113551,0.5234961147767654,107682,5869
83693,0.634205040371676,94665,0.7176153137968766,88802,5863
194099,0.576791424840162,100028,0.6569629387169172,94171,5857
246989,0.501715025084029,107547,0.5828065534860443,101698,5849
445680,0.431102158812342,115399,0.505373115865615,109551,5848
82132,0.397578857821938,119395,0.468614025863379,113557,5838
390871,0.590803236302618,98667,0.6716298836506008,92830,5837
470457,0.491379845955852,108642,0.5714710965718559,102813,5829
457866,0.403127440343689,118716,0.4747509224017979,112897,5819
109321,0.448989722394045,113327,0.5249748322885556,107520,5807
434191,0.630709431272809,94996,0.7132552805274893,89190,5806
301358,0.43582471289598,114851,0.5099265917260623,109050,5801
144452,0.485238078021367,109312,0.5644760785266307,103514,5798
65851,0.414444385610708,117327,0.4871911085142089,111530,5797
179608,0.461880622795343,111869,0.5391446519006862,106077,5792
210580,0.496883221534962,108036,0.5774987223037101,102247,5789
433799,0.455099449100163,112624,0.5318631829695105,106836,5788
133262,0.432537960003022,115267,0.5059576655641325,109482,5785
91468,0.441089790999389,114227,0.5160579339328364,108442,5785
125704,0.614952768578703,96395,0.6969756806914794,90613,5782
450613,0.557868372236354,101897,0.6380623109971125,96123,5774
37712,0.50235017586541,107475,0.5827750488023815,101702,5773
40109,0.395742853606448,119604,0.4662521622334372,113834,5770
470310,0.475211707062753,110440,0.5530277389040823,104672,5768
72678,0.577293178829656,99975,0.6565809008360551,94209,5766
47339,0.643610696416715,93724,0.7272247084741175,87960,5764
60988,0.646160038024387,93483,0.7298339574980506,87723,5760
17327,0.466981825552285,111309,0.5444239025863495,105559,5750
348416,0.453634273948536,112791,0.5299044700062545,107047,5744
414847,0.599898142806623,97816,0.6804181161333902,92073,5743
486979,0.598324314884274,97970,0.678744562193506,92230,5740
86464,0.421179028971075,116543,0.4938730141898689,110805,5738
436527,0.438418366650407,114529,0.5125658328820687,108798,5731
22270,0.445547949289484,113748,0.5201608080348988,108018,5730
267811,0.651709099021824,92957,0.7357590355426672,87232,5725
133127,0.407195476715345,118179,0.4786339643084306,112459,5720
64923,0.546286257333748,103070,0.6262957556917637,97352,5718
315291,0.63727290096785,94372,0.7192185302260323,88662,5710
400013,0.524887661818369,105191,0.6049356202033965,99484,5707
357056,0.663888717872318,91818,0.748305314687272,86111,5707
296042,0.393000895879257,119908,0.4629677660302618,114202,5706
21876,0.596729626041104,98116,0.6768407031637381,92411,5705
44657,0.408864870705691,118006,0.4801190637233444,112307,5699
448036,0.444575512723248,113854,0.518587695433638,108157,5697
441420,0.616372893400684,96278,0.697377174645715,90581,5697
115229,0.631261624893344,94955,0.712440268743571,89258,5697
316083,0.423095716884896,116303,0.4956383804734344,110613,5690
134811,0.503772536835963,107319,0.5834732392841601,101631,5688
12068,0.480490322572664,109836,0.5582353954808896,104149,5687
306510,0.456169937263242,112509,0.5319636936870359,106822,5687
484054,0.608206133343274,97052,0.6885388718982159,91372,5680
357412,0.591926353711115,98563,0.6708396757481666,92899,5664
408397,0.393151803231439,119892,0.4626530047668274,114236,5656
109533,0.432594324271092,115256,0.5049427444160994,109600,5656
444488,0.594705921816959,98306,0.673748294193312,92651,5655
303339,0.549140728134578,102799,0.6282052964635293,97147,5652
148532,0.401004958685541,118958,0.4708467492535265,113312,5646
5579,0.528446311149374,104835,0.6080792071252388,99194,5641
38953,0.398421046795297,119304,0.4678139254336225,113666,5638
433204,0.598368537531512,97963,0.6777319273596514,92326,5637
241834,0.405887948210453,118350,0.476311412267698,112714,5636
289735,0.567550592895379,100952,0.6456782209238319,95324,5628
38181,0.42063405280314,116610,0.4922080706694253,110984,5626
300515,0.425186128911532,116058,0.4971206253448419,110432,5626
237896,0.430910006389325,115427,0.5030183508266522,109804,5623
144913,0.431986737809413,115310,0.5040823026174464,109688,5622
290556,0.436500577435347,114762,0.5090695474089867,109147,5615
8735,0.517537529685997,105930,0.5965036830770755,100315,5615
190964,0.42910160609147,115615,0.5012669654651397,110002,5613
62800,0.460557710392247,112031,0.5359941399268383,106419,5612
99837,0.396884774330863,119473,0.465947547911063,113872,5601
381027,0.399625892939244,119145,0.4687549321555428,113546,5599
216686,0.481633224136271,109704,0.5586371927097927,104107,5597
179476,0.514186913220086,106278,0.5928077772004512,100681,5597
294590,0.61290047552338,96595,0.6931622926460405,90999,5596
129514,0.603778724193416,97475,0.6826147641511702,91880,5595
312522,0.420361613867642,116644,0.4916377031467242,111051,5593
306502,0.644624267392199,93642,0.7261224492843834,88051,5591
215408,0.514713054581607,106224,0.5933377313354838,100636,5588
426377,0.404829270830361,118493,0.4746679454329287,112909,5584
351952,0.39505360877631,119691,0.4640417560547608,114108,5583
304995,0.41443146182383,117329,0.4853086709728524,111746,5583
74632,0.538040187322238,103890,0.6170128689132535,98313,5577
342597,0.441746476468957,114167,0.51447773503686,108590,5577
68328,0.46903133182472,111097,0.5447402838512486,105525,5572
250037,0.447870914071581,113457,0.5212702933922482,107887,5570
78021,0.561166841028627,101541,0.6394216770062777,95973,5568
89808,0.629534992213962,95105,0.7093096157922427,89542,5563
253014,0.433585275015026,115123,0.5053017835392688,109560,5563
350712,0.405176438938095,118440,0.4749033344455377,112877,5563
225094,0.611299838273536,96760,0.6906773411411681,91197,5563
55309,0.623950152279302,95610,0.7035622123636369,90048,5562
329223,0.429743399930571,115551,0.5013310715658919,109992,5559
437382,0.422460262428357,116366,0.4937796129516987,110813,5553
129149,0.679531110653387,90148,0.7657247073756801,84596,5552
475025,0.599479264721867,97864,0.6778887443323501,92312,5552
470013,0.42823098269366,115721,0.4993553236592904,110171,5550
11449,0.415737946739683,117179,0.4864033247531062,111634,5545
322738,0.500018937128911,107727,0.5781893550650913,102183,5544
435246,0.419679861455483,116727,0.4903419407877305,111183,5544
374699,0.414810509045285,117297,0.4851648642112807,111759,5538
436618,0.566804387598485,101038,0.6440719135545323,95503,5535
210937,0.44475324885262,113835,0.5174818642012127,108301,5534
94545,0.445309137747212,113780,0.5179310268806787,108248,5532
427995,0.409401562266074,117938,0.4790637433698336,112406,5532
316857,0.471369408591543,110839,0.5469411029826149,105308,5531
381588,0.534724961015235,104216,0.613214347282581,98691,5525
482761,0.428155976247729,115726,0.4991573599469479,110206,5520
313150,0.403185206601518,118706,0.4720509486805425,113187,5519
211206,0.636876240526356,94400,0.7168429113917892,88884,5516
90902,0.596888836360041,98102,0.6745005605920191,92588,5514
296254,0.572178246797083,100477,0.6492699675314433,94964,5513
226543,0.433316572615323,115160,0.5043847115075513,109650,5510
399081,0.476189445325875,110314,0.5517276673305068,104808,5506
261585,0.419301896071172,116786,0.4893540988409177,111281,5505
440101,0.420429101550406,116641,0.4908041656025039,111138,5503
428370,0.767183486558352,82572,0.8551599250419128,77069,5503
365279,0.401634443648964,118891,0.4701820903451912,113390,5501
128233,0.414856987027337,117285,0.4849572489026733,111784,5501
309498,0.538342825794639,103855,0.6166263982011981,98356,5499
192811,0.641352118924372,93946,0.7213968257079074,88448,5498
354217,0.503767198124981,107321,0.5815934689323823,101823,5498
321354,0.432594992481487,115254,0.5034922757331908,109759,5495
389178,0.463730843473885,111671,0.5381419450172974,106177,5494
393085,0.415499826672101,117206,0.4855309031584045,111716,5490
255883,0.439840904597956,114369,0.5116466230346134,108881,5488
136916,0.635261456796855,94554,0.7146653174613884,89072,5482
106064,0.492354584924804,108519,0.5692696536641388,103037,5482
75509,0.587975882882803,98941,0.6649218551015372,93465,5476
237228,0.475361604386657,110422,0.550308847863971,104952,5470
349176,0.779935481931564,81546,0.8674006487998657,76078,5468
493859,0.58444450632119,99271,0.6610802743164822,93804,5467
254713,0.45429056292489,112718,0.5279422852945868,107252,5466
238685,0.684178545842239,89678,0.7698972967998005,84212,5466
68667,0.407470896489844,118153,0.476660317266307,112691,5462
463391,0.496076042009624,108119,0.5732557237988678,102658,5461
440129,0.630998561274799,94975,0.7096140672353707,89516,5459
367420,0.634674427233537,94613,0.7136177061228228,89155,5458
481034,0.59032457107694,98717,0.6670909907553064,93260,5457
416919,0.458519336942772,112240,0.5322941426073625,106784,5456
438124,0.62533495015987,95496,0.7037307207078729,90040,5456
3647,0.412884190104799,117511,0.4822770438973113,112058,5453
147454,0.442991673376646,114028,0.5145504410307616,108581,5447
238211,0.515233465207832,106160,0.5924248144058805,100715,5445
447460,0.704616684751398,87851,0.7911751036696537,82407,5444
307566,0.465109282949214,111522,0.5391378399186435,106079,5443
152215,0.474796109175146,110481,0.5495658326382268,105038,5443
491576,0.575286102714375,100188,0.6514278352776991,94747,5441
313467,0.615775752276017,96328,0.6942379429450442,90888,5440
419686,0.529252677005285,104750,0.6067446024730406,99313,5437
103632,0.584006345622921,99323,0.6601606199840879,93887,5436
244314,0.712356473805838,87200,0.7988514595005758,81764,5436
135143,0.507915982565428,106916,0.5849869497944126,101482,5434
487206,0.400210132765406,119061,0.4680997574467708,113632,5429
31658,0.441610707192803,114179,0.5130240982470631,108750,5429
107556,0.569770208742984,100715,0.6460562885425855,95288,5427
18555,0.626105065386839,95431,0.7040750142240395,90007,5424
263088,0.482810171626283,109563,0.5583181209999385,104141,5422
197692,0.399735252239016,119130,0.4674405464887502,113709,5421
20251,0.403108332904155,118719,0.4709450849857688,113299,5420
474038,0.721460809431599,86365,0.808837607821044,80946,5419
263572,0.437635509252181,114620,0.5084670178817952,109202,5418
235656,0.415868694680843,117158,0.4853516744466913,111742,5416
159261,0.541506059304837,103541,0.6186572606817988,98126,5415
353242,0.66953886672436,91179,0.7522575195339736,85764,5415
207738,0.557674312351175,101922,0.634490258656349,96509,5413
279439,0.494580832328551,108278,0.5710441560656012,102870,5408
355323,0.627696316013235,95293,0.705490530278696,89886,5407
353500,0.524705142208091,105209,0.6016193655865044,99804,5405
259217,0.405787148887817,118358,0.4743103165431804,112953,5405
416182,0.581356687321198,99575,0.656936168305535,94172,5403
99314,0.405199191652049,118433,0.4735047922761679,113032,5401
184031,0.593486341776348,98424,0.6695041124005626,93026,5398
195436,0.633018418288811,94777,0.7111488936794599,89380,5397
211101,0.566640315455127,101065,0.6424026444558769,95671,5394
218901,0.585484230945477,99162,0.6614371222400307,93769,5393
75688,0.408070427667699,118106,0.4763088051721695,112715,5391
144567,0.492511565553158,108503,0.5684088838966916,103112,5391
138491,0.554185026178281,102266,0.6309151970016139,96878,5388
124769,0.622012624317513,95769,0.6996693442505607,90384,5385
144969,0.433590232626619,115122,0.5037011209205844,109740,5382
265073,0.392710085312145,119934,0.4598698015173557,114556,5378
325415,0.584431109003369,99273,0.6600845201510919,93896,5377
392597,0.594589062655483,98316,0.6703792270644414,92941,5375
405295,0.473225788404169,110639,0.5473725143894443,105264,5375
305661,0.506440165984948,107064,0.5828633702678248,101690,5374
79114,0.556492428229989,102052,0.6327249080437813,96681,5371
104430,0.41119995557334,117729,0.4794823295196252,112361,5368
371139,0.400526492732659,119019,0.4678955461191582,113653,5366
166020,0.42101371687311,116563,0.4902196259320286,111199,5364
388037,0.518502380786181,105814,0.5951123486743254,100452,5362
336796,0.683589607161589,89748,0.7678741813958078,84386,5362
433422,0.39769670066102,119381,0.4647581492963259,114024,5357
363703,0.418595534119633,116873,0.4873136347611384,111518,5355
12897,0.395452199865574,119644,0.4621113216591628,114291,5353
495538,0.422790551034924,116334,0.492258733174069,110981,5353
124497,0.696222680298736,88622,0.7807673087353942,83270,5352
41733,0.645651439883206,93535,0.7247600341985879,88184,5351
485602,0.698206434201355,88435,0.7829130008519136,83084,5351
426648,0.599613038781524,97852,0.6755627235956913,92505,5347
127447,0.624615674001914,95554,0.7016435596161703,90208,5346
497933,0.452387087533134,112930,0.5243601184620479,107587,5343
100474,0.402656082555063,118777,0.4696592579574257,113436,5341
110297,0.419894429620238,116701,0.4887288212377069,111361,5340
134790,0.754840740200832,83550,0.8411268588038672,78210,5340
333250,0.442038211653758,114139,0.5125561257817316,108799,5340
63834,0.629922885012592,95071,0.7074022059150197,89735,5336
21355,0.403126902217327,118717,0.4702337039537554,113383,5334
134075,0.735663175354622,85178,0.8216815591920921,79847,5331
41948,0.464685221257952,111581,0.5375628739067332,106250,5331
231058,0.450012197440019,113213,0.5213075825521857,107883,5330
274326,0.405040502004328,118466,0.4726045335144206,113137,5329
209631,0.71642914584548,86816,0.8024259669930518,81488,5328
105301,0.622221352307894,95752,0.6991718039477581,90426,5326
309652,0.506903779280098,107013,0.5828786964345749,101687,5326
165759,0.567750520490257,100932,0.6430988291378524,95607,5325
62340,0.46246832941744,111802,0.5354249362378545,106478,5324
171999,0.5874053074326,98983,0.6626615847560848,93660,5323
168059,0.40650536075105,118267,0.4743976547571585,112946,5321
263463,0.408706921187725,118029,0.4763487556835923,112711,5318
494235,0.407092076835783,118189,0.4749308758462789,112873,5316
158659,0.416462973185333,117101,0.4849440620127321,111787,5314
