Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,78317.21917840459,42965.80716718176,35351.41201122283,82.27801207985922,35351.41201122283
f21,36385.31216545648,54281.789308385334,-17896.477142928852,-32.969578510493655,17896.477142928852
f7,8402.050283610615,2749.168886636508,5652.881396974108,205.62146707145988,5652.881396974108
f6,6129.66978051242,643.7367904716127,5485.932990040807,852.2012523195572,5485.932990040807
f18,20534.96025443989,22267.354063292536,-1732.3938088526447,-7.779971540078375,1732.3938088526447
f17,22813.57934718101,24429.516458512415,-1615.9371113314046,-6.614691347148358,1615.9371113314046
f10,1807.257321930809,267.41500760009046,1539.8423143307186,575.8249427173129,1539.8423143307186
f1,1337.6580058562038,178.7292393758838,1158.92876648032,648.4270679645135,1158.92876648032
f9,641.587587472236,92.1564684403981,549.4311190318379,596.1937651584171,549.4311190318379
f8,633.2118006914352,84.07440348902963,549.1373972024055,653.156459532965,549.1373972024055
f5,3409.7717500642952,3184.5096528936897,225.26209717060556,7.073682347482135,225.26209717060556
f14,121.43006501127304,0.28358953550195753,121.14647547577108,42718.95126924908,121.14647547577108
f16,58.71965522544989,24.261272564731595,34.4583826607183,142.0304007911364,34.4583826607183
f12,41.003208665440425,29.028804384147563,11.974404281292863,41.250077415630685,11.974404281292863
f15,6.918572348820356,0.4495625694813669,6.469009779338989,1438.9564920411174,6.469009779338989
f22,5.064193907259687,3.8945003209929383,1.169693586266749,30.034497107668102,1.169693586266749
f13,1.0074683952009018,0.024868287495770698,0.9826001077051311,3951.2174204686994,0.9826001077051311
f2,0.11288,0.64262,-0.52974,-82.43440913759298,0.52974
f19,2.022640452809056,1.763865831949917,0.25877462085913905,14.670878939418486,0.25877462085913905
f11,0.083906515467662,0.004785029657617504,0.0791214858100445,1653.521325287659,0.0791214858100445
f20,1.2442995439635172,1.1903913878661758,0.05390815609734134,4.528607703889212,0.05390815609734134
f23,1.2457177814029363,1.294360902255639,-0.048643120852702726,-3.7580802052915847,0.048643120852702726
f3,0.12536,0.0923,0.033060000000000006,35.81798483206935,0.033060000000000006
