ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
12,0.665312184768177,91669,0.665312184768177,91669,0
31,0.482931747981546,109546,0.482931747981546,109546,0
34,0.749311723423765,84018,0.7493117234237652,84018,0
40,0.402725200949406,118770,0.4027252009494058,118770,0
66,0.415311704233624,117234,0.415311704233624,117234,0
111,0.651605759382173,92966,0.6516057593821727,92966,0
112,0.666964474130251,91481,0.6669644741302508,91481,0
120,0.75505202785497,83533,0.7550520278549703,83533,0
134,0.712911739258037,87164,0.7129117392580371,87164,0
138,0.619910679108493,95953,0.619910679108493,95953,0
141,0.4249844633225,116079,0.4249844633224995,116079,0
177,0.552358362864646,102457,0.552358362864646,102457,0
191,0.530836557610432,104589,0.5308365576104318,104589,0
194,0.540251381496467,103655,0.5402513814964669,103655,0
222,0.643373943075115,93750,0.643373943075115,93750,0
249,0.603483419913008,97497,0.603483419913008,97497,0
255,0.459927982770398,112089,0.459927982770398,112089,0
271,0.40390401006846,118621,0.4039040100684595,118621,0
275,0.6081422509148,97055,0.6081422509148,97055,0
304,0.488454592271755,108950,0.4884545922717547,108950,0
315,0.572449558473154,100451,0.5724495584731537,100451,0
319,0.401325412709537,118916,0.4013254127095369,118916,0
329,0.709575018770616,87440,0.7095750187706157,87440,0
332,0.736951952334277,85051,0.7369519523342768,85051,0
334,0.723905918893955,86155,0.723905918893955,86155,0
350,0.722336406734176,86289,0.7223364067341762,86289,0
378,0.625462702450651,95484,0.6254627024506507,95484,0
389,0.397110799982372,119447,0.3971107999823715,119447,0
409,0.589359543211345,98807,0.589359543211345,98807,0
467,0.479052091556516,109990,0.4790520915565155,109990,0
480,0.578530033001284,99843,0.5785300330012836,99843,0
503,0.65123866622862,92993,0.6512386662286201,92993,0
518,0.485695107928124,109260,0.4856951079281235,109260,0
534,0.462446169566516,111807,0.4624461695665156,111807,0
541,0.696828777766706,88563,0.6968287777667059,88563,0
543,0.478464269944491,110056,0.4784642699444913,110056,0
551,0.789894654634952,80709,0.7898946546349522,80709,0
575,0.656438982157531,92503,0.6564389821575312,92503,0
582,0.700535402397999,88220,0.7005354023979992,88220,0
586,0.72135084311121,86375,0.72135084311121,86375,0
587,0.713267613116835,87128,0.7132676131168345,87128,0
595,0.785039603508249,81113,0.7850396035082492,81113,0
596,0.447307745694807,113524,0.4473077456948068,113524,0
597,0.637716801764604,94321,0.6377168017646043,94321,0
602,0.47031126492678,110956,0.4703112649267799,110956,0
606,0.61082253931443,96807,0.6108225393144301,96807,0
655,0.626178392293407,95426,0.6261783922934067,95426,0
663,0.398025768597889,119346,0.3980257685978893,119346,0
680,0.584786558871854,99234,0.5847865588718543,99234,0
711,0.709018435003815,87481,0.7090184350038147,87481,0
715,0.781140326889213,81434,0.7811403268892132,81434,0
738,0.433534869573253,115130,0.4335348695732527,115130,0
740,0.402089153023521,118838,0.4020891530235213,118838,0
774,0.490719989643778,108715,0.4907199896437776,108715,0
780,0.469091263137868,111088,0.4690912631378676,111088,0
788,0.393504421970064,119851,0.3935044219700641,119851,0
851,0.556739553756643,102027,0.556739553756643,102027,0
859,0.627103713641721,95345,0.6271037136417206,95345,0
869,0.551501971963484,102552,0.5515019719634839,102552,0
880,0.725424582093866,86035,0.7254245820938661,86035,0
886,0.698070122938041,88449,0.6980701229380408,88449,0
888,0.790234038274257,80678,0.7902340382742574,80678,0
889,0.628972207015313,95162,0.6289722070153129,95162,0
905,0.689343632238752,89204,0.6893436322387515,89204,0
907,0.643398168286386,93747,0.643398168286386,93747,0
994,0.538093008312978,103877,0.5380930083129776,103877,0
1003,0.760920987745842,83081,0.7609209877458424,83081,0
1004,0.708280814997173,87546,0.7082808149971725,87546,0
1011,0.471480503766767,110827,0.471480503766767,110827,0
1019,0.584738348290313,99239,0.5847383482903131,99239,0
1028,0.453129804752914,112841,0.4531298047529144,112841,0
1055,0.710854078934073,87322,0.7108540789340732,87322,0
1064,0.492293029382406,108527,0.4922930293824055,108527,0
1070,0.742385824207486,84627,0.7423858242074858,84627,0
1111,0.703838810762459,87916,0.7038388107624591,87916,0
1112,0.686058380348681,89490,0.6860583803486812,89490,0
1122,0.416522495693108,117093,0.4165224956931082,117093,0
1128,0.630924621132065,94979,0.6309246211320649,94979,0
1139,0.52071854980861,105573,0.5207185498086101,105573,0
1160,0.559939403108063,101675,0.5599394031080634,101675,0
1170,0.779001564628002,81624,0.7790015646280017,81624,0
