Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,154620.47622476847,66646.73521990186,87973.7410048666,132.00007579455465,87973.7410048666
f21,41923.098999870774,77290.32896076802,-35367.229960897246,-45.758933150419615,35367.229960897246
f7,5979.051378311628,34059.864690461996,-28080.81331215037,-82.44546350183835,28080.81331215037
f6,2113.231121996705,15838.855664033199,-13725.624542036494,-86.65793055494899,13725.624542036494
f1,7579.375637396915,17.18600700780692,7562.189630389108,44002.016448346054,7562.189630389108
f17,20458.44810755646,27672.169001427286,-7213.7208938708245,-26.068505484693855,7213.7208938708245
f18,18612.827006845055,25594.847383553766,-6982.020376708711,-27.27900765368533,6982.020376708711
f10,1074.6766659372765,6252.9622208672,-5178.285554929924,-82.81331906418853,5178.285554929924
f9,351.70676170764307,2264.998154134,-1913.2913924263567,-84.47209499638136,1913.2913924263567
f8,334.15203353743823,2155.6528172244,-1821.500783686962,-84.49880097261259,1821.500783686962
f14,16.956453700631272,108.86753702599998,-91.91108332536871,-84.42469246219679,91.91108332536871
f12,24.545037194473963,38.32025495750708,-13.775217763033119,-35.947615114534884,13.775217763033119
f5,3368.633408829822,3357.865576368872,10.767832460950103,0.3206749113701633,10.767832460950103
f16,53.21130203696658,63.42656586796176,-10.215263830995184,-16.105654927401883,10.215263830995184
f15,2.811670443509226,6.89514,-4.0834695564907735,-59.22243140082397,4.0834695564907735
f13,0.2592667529944966,1.20052,-0.9412532470055035,-78.40379560569616,0.9412532470055035
f3,0.27556,0.00036,0.2752,76444.44444444444,0.2752
f22,4.958273176966226,4.735225486927949,0.2230476900382765,4.71039215881105,0.2230476900382765
f19,1.876837536750735,1.6645,0.21233753675073497,12.75683609196365,0.21233753675073497
f11,0.06840138905905022,0.004541370678975101,0.06386001838007511,1406.1837910682746,0.06386001838007511
f20,1.2024161932954636,1.1433714697175774,0.05904472357788615,5.164089286963816,0.05904472357788615
f23,1.3128521126760564,1.288448299600716,0.02440381307534034,1.894046744669768,0.02440381307534034
f2,0.05698,0.06768,-0.010700000000000001,-15.8096926713948,0.010700000000000001
