Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,155485.8424475606,66911.36329269281,88574.47915486779,132.37583991139624,88574.47915486779
f21,41312.19301858173,77657.49809526895,-36345.30507668722,-46.8020551371606,36345.30507668722
f7,5982.542403450125,34214.0817041644,-28231.53930071427,-82.51438558199867,28231.53930071427
f6,2122.2148635419553,15878.251559240398,-13756.036695698444,-86.63445496108842,13756.036695698444
f1,7353.456998463555,18.2877809308853,7335.169217532669,40109.673476811375,7335.169217532669
f17,20463.119649029515,27701.194379762914,-7238.074730733399,-26.12910703959093,7238.074730733399
f18,18607.127151874523,25601.397755395683,-6994.2706035211595,-27.319877884585676,6994.2706035211595
f10,1074.4286016239869,6273.718443902,-5199.289842278014,-82.8741341959915,5199.289842278014
f9,350.0540211340174,2271.4019736847995,-1921.347952550782,-84.58863621721083,1921.347952550782
f8,334.3306875948353,2162.7034077068,-1828.3727201119648,-84.54107547047612,1828.3727201119648
f14,17.125041846770277,108.860133902,-91.73509205522973,-84.26876650529671,91.73509205522973
f12,24.62343487595927,38.30668339877748,-13.68324852281821,-35.72026421701362,13.68324852281821
f16,53.29265546469488,63.42528245276389,-10.132626988069006,-15.975690759619875,10.132626988069006
f5,3370.0668645048318,3363.7278030903913,6.3390614144404935,0.18845345954023224,6.3390614144404935
f15,2.8218188440990772,6.88976,-4.067941155900923,-59.04329259511104,4.067941155900923
f13,0.2609073984134693,1.19992,-0.9390126015865308,-78.256267216692,0.9390126015865308
f3,0.27058,0.00036,0.27021999999999996,75061.1111111111,0.27021999999999996
f19,1.879477589551791,1.6638,0.21567758955179106,12.962951649945369,0.21567758955179106
f22,4.956729744452076,4.74199305192024,0.21473669253183658,4.528405887159205,0.21473669253183658
f11,0.06858840176248594,0.004572331174838113,0.06401607058764783,1400.075106981164,0.06401607058764783
f20,1.203940394039404,1.1433914713177054,0.06054892272169865,5.2955548681781615,0.06054892272169865
f23,1.3122906013048845,1.2885065381968341,0.02378406310805037,1.8458628189294513,0.02378406310805037
f2,0.05814,0.06778,-0.00964000000000001,-14.222484508704646,0.00964000000000001
