ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
274674,0.393827542693531,119817,0.4764140033762769,112102,7715
356114,0.406673712978555,118246,0.4909793271277416,110542,7704
43444,0.404208926066848,118591,0.4875163129130911,110906,7685
112305,0.403575101806765,118659,0.4867410442475288,110986,7673
368007,0.400248553410806,119056,0.4828668951343015,111407,7649
316028,0.398512396569168,119296,0.4803026950467176,111672,7624
163292,0.485386699204945,109301,0.5785977306975003,101739,7562
404740,0.475218919023416,110439,0.5662579912525303,102963,7476
26665,0.412657936368126,117531,0.4956733854348148,110076,7455
400630,0.411894581814931,117638,0.4944020679526578,110185,7453
144495,0.42794620623175,115744,0.5130196682354468,108304,7440
256741,0.396385991524984,119536,0.4759917947082065,112139,7397
239367,0.39609360633529,119572,0.4752904059372202,112234,7338
393684,0.500873118590696,107629,0.5934319716969261,100316,7313
324702,0.525219679597415,105151,0.6194906887963898,97855,7296
323209,0.413654677044104,117419,0.494934418687344,110147,7272
222434,0.449311095996123,113299,0.5359759837919492,106035,7264
211810,0.406385009590207,118277,0.4865180695723965,111021,7256
10743,0.415724630490158,117181,0.4971066343807677,109935,7246
287759,0.395121170509115,119679,0.4730733986956161,112457,7222
347464,0.400012057816555,119088,0.4784176580343796,111897,7191
299314,0.401365996288134,118910,0.4797517634992793,111729,7181
23317,0.419562795627603,116749,0.5004371749545109,109594,7155
458172,0.409940190161374,117878,0.4892036454485421,110746,7132
389716,0.410338749364831,117833,0.4895510369221715,110706,7127
246376,0.642472442879528,93832,0.7410403879783358,86707,7125
372757,0.393106933472678,119896,0.4704233253944349,112778,7118
486734,0.630252745859779,95046,0.72696924955355,87932,7114
232180,0.461928046306862,111865,0.548279660153994,104757,7108
202744,0.470517331736979,110929,0.5580068707745,103831,7098
182583,0.583718390203171,99346,0.6769962398250218,92258,7088
42945,0.462062235454607,111848,0.5480918159374457,104776,7072
306357,0.433220655692064,115167,0.5151308223720165,108099,7068
247710,0.413189449264861,117472,0.4920084695030963,110423,7049
498555,0.427320841887751,115802,0.5083226280484664,108761,7041
233360,0.519475172375158,105707,0.6103945167912153,98687,7020
138940,0.420567147402538,116620,0.500373291527601,109601,7019
173206,0.395057896738807,119690,0.4713434668377556,112671,7019
83693,0.634205040371676,94665,0.7302832484498976,87659,7006
331846,0.482808215470296,109565,0.5699369160748997,102568,6997
466325,0.393246636002327,119883,0.4694920514511324,112886,6997
90689,0.514153294031666,106280,0.6039703654679519,99289,6991
434191,0.630709431272809,94996,0.725806458452118,88019,6977
44368,0.569995491625299,100690,0.6618216415584558,93720,6970
