Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,155383.70468288998,66727.53430504764,88656.17037784234,132.86294975706286,88656.17037784234
f21,41584.41989950769,77347.49353782689,-35763.0736383192,-46.23688758683463,35763.0736383192
f7,5966.371563973621,34148.515086957996,-28182.143522984374,-82.52816689457661,28182.143522984374
f6,2110.032431156728,15850.705755028,-13740.673323871273,-86.68808528927865,13740.673323871273
f1,7449.843844721303,17.83964311945752,7432.004201601845,41660.04976577044,7432.004201601845
f17,20446.36794962753,27705.191030251746,-7258.823080624217,-26.200227505012297,7258.823080624217
f18,18591.130012441383,25623.3825491775,-7032.252536736116,-27.444669037116835,7032.252536736116
f10,1071.0133487770142,6263.7304299792,-5192.717081202186,-82.9013499104148,5192.717081202186
f9,349.53752494334015,2266.4042943416,-1916.8667693982597,-84.5774416411048,1916.8667693982597
f8,333.57978485974365,2158.3203222044,-1824.7405373446563,-84.54447278154514,1824.7405373446563
f14,16.98751971426259,108.913291074,-91.92577135973741,-84.40271196770594,91.92577135973741
f12,24.589480845274032,38.30705872829562,-13.71757788302159,-35.809530510597675,13.71757788302159
f16,53.24988028683001,63.42699797546749,-10.17711768863748,-16.04540339836645,10.17711768863748
f15,2.816597863040311,6.89424,-4.077642136959689,-59.14563660330492,4.077642136959689
f5,3364.7629501640313,3361.5259121642944,3.2370379997369128,0.09629668443200454,3.2370379997369128
f13,0.25997652582159625,1.2014,-0.9414234741784038,-78.36053555671748,0.9414234741784038
f3,0.27312,0.00036,0.27275999999999995,75766.66666666666,0.27275999999999995
f22,4.9586559636286145,4.73622684634065,0.22242911728796422,4.696335807053236,0.22242911728796422
f19,1.8783375667513351,1.6641,0.2142375667513352,12.874080088416274,0.2142375667513352
f11,0.06857708406093815,0.004567097685082761,0.0640099863758554,1401.5462508044748,0.0640099863758554
f20,1.2031762541003281,1.1431514521161692,0.06002480198415894,5.250817979808603,0.06002480198415894
f23,1.3138325991189428,1.287012808153147,0.026819790965795898,2.083879103292071,0.026819790965795898
f2,0.05766,0.06772,-0.01006,-14.855286473715298,0.01006
