Feature,Promoted,Demoted,Difference,PercentDifference,AbsDifference
f4,85243.07735195234,48280.670223488196,36962.40712846414,76.55736127391661,36962.40712846414
f17,19458.762899323556,27045.66972282355,-7586.906823499994,-28.052205403874638,7586.906823499994
f21,39304.24182735801,46535.70050979364,-7231.45868243563,-15.539593480308174,7231.45868243563
f18,18265.909737827715,24076.548445141645,-5810.63870731393,-24.134018713493987,5810.63870731393
f6,1129.2615440108655,4974.893881700121,-3845.632337689255,-77.30079131607624,3845.632337689255
f1,1365.3482018134105,135.36206046011839,1229.9861413532922,908.6638731505435,1229.9861413532922
f7,4942.922014178551,6025.740674963805,-1082.818660785254,-17.969884852234507,1082.818660785254
f10,597.8850180588205,1223.9415279642426,-626.0565099054221,-51.15085121318903,626.0565099054221
f5,3112.818633966346,3553.341851368001,-440.5232174016546,-12.397434185288354,440.5232174016546
f9,174.1581201514914,486.13284857299556,-311.97472842150415,-64.17478870997532,311.97472842150415
f8,171.2013682056104,459.5014028265877,-288.30003462097727,-62.74192697726746,288.30003462097727
f14,0.0008659290060375408,115.31906440606738,-115.31819847706134,-99.99924910160301,115.31819847706134
f16,25.60778395953311,56.55847779968075,-30.950693840147643,-54.72335013995434,30.950693840147643
f12,25.54341396662841,42.03320396722725,-16.48979000059884,-39.2303903681854,16.48979000059884
f15,0.6540042756125637,6.233490754822701,-5.5794864792101375,-89.50821776535761,5.5794864792101375
f22,2.660696888073815,5.321955076035902,-2.661258187962087,-50.00527343692546,2.661258187962087
f13,0.0019263748913477576,1.095753622028336,-1.093827247136988,-99.82419634737032,1.093827247136988
f3,0.31842,0.03536,0.28306,800.5090497737556,0.28306
f19,1.7334546690933819,2.0127607656459388,-0.2793060965525569,-13.876765749799455,0.2793060965525569
f2,0.44652,0.2484,0.19811999999999996,79.75845410628018,0.19811999999999996
f23,1.1708272148800782,1.2749155405405406,-0.10408832566046233,-8.164331075322119,0.10408832566046233
f20,1.1699977992517456,1.2626072693084756,-0.09260947005672993,-7.334780363449968,0.09260947005672993
f11,0.0595268921423815,0.01530001038088726,0.04422688176149424,289.0643905493186,0.04422688176149424
