ID,Prediction_baseline,BaselineRank,Prediction_experiment,ExperimentRank,RankShift
163292,0.485386699204945,109301,0.636449578129849,97782,11519
274674,0.393827542693531,119817,0.5324953444296795,108332,11485
356114,0.406673712978555,118246,0.5474162899436086,106815,11431
43444,0.404208926066848,118591,0.5434322591349858,107211,11380
316028,0.398512396569168,119296,0.5354438729783272,108014,11282
393684,0.500873118590696,107629,0.6498826512969571,96361,11268
112305,0.403575101806765,118659,0.5413945811133666,107416,11243
368007,0.400248553410806,119056,0.5373253117149817,107821,11235
404740,0.475218919023416,110439,0.6230820376412932,99215,11224
324702,0.525219679597415,105151,0.675944055187309,93989,11162
26665,0.412657936368126,117531,0.5507524648392987,106485,11046
400630,0.411894581814931,117638,0.5491467312182995,106628,11010
144495,0.42794620623175,115744,0.5680177717231778,104801,10943
256741,0.396385991524984,119536,0.5295592532635225,108652,10884
222434,0.449311095996123,113299,0.5913241359923809,102454,10845
239367,0.39609360633529,119572,0.5285572121538588,108751,10821
480627,0.408842304317077,118008,0.5432560825138941,107230,10778
323209,0.413654677044104,117419,0.5485730410901816,106697,10722
211810,0.406385009590207,118277,0.5397911027770604,107564,10713
202744,0.470517331736979,110929,0.6126460757345669,100225,10704
10743,0.415724630490158,117181,0.5506635474239504,106493,10688
233360,0.519475172375158,105707,0.6645650678025591,95059,10648
372757,0.393106933472678,119896,0.5232067784999932,109279,10617
287759,0.395121170509115,119679,0.5252425069197355,109086,10593
90689,0.514153294031666,106280,0.6575716323463454,95697,10583
347464,0.400012057816555,119088,0.5308000602349326,108511,10577
232180,0.461928046306862,111865,0.6025834765246072,101289,10576
246989,0.501715025084029,107547,0.643920407115356,96977,10570
299314,0.401365996288134,118910,0.5320338634884402,108380,10530
38272,0.493394199886734,108413,0.6354761242711712,97886,10527
23317,0.419562795627603,116749,0.5533543925803789,106241,10508
42945,0.462062235454607,111848,0.6021335070433381,101351,10497
331846,0.482808215470296,109565,0.6244897955403921,99081,10484
458172,0.409940190161374,117878,0.5415685705977663,107403,10475
210580,0.496883221534962,108036,0.6383269916561357,97567,10469
389716,0.410338749364831,117833,0.5418478950811498,107375,10458
37712,0.50235017586541,107475,0.6434868029938057,97030,10445
470457,0.491379845955852,108642,0.6319005367264392,98248,10394
427788,0.474798170328395,110480,0.6138301507601582,100089,10391
436362,0.469597307055075,111033,0.6085669201398766,100655,10378
306357,0.433220655692064,115167,0.5679555117847952,104813,10354
